"","match_id","team_id","team_name","id","using_opta_id","first_name","last_name","image_url","page_url","shirt","is_home_team","time_subbed_on","time_subbed_off","usual_position","position_row","role","is_captain","subbed_out","g","rating_num","rating_bgcolor","is_top_rating","is_match_finished","fantasy_score_num","fantasy_score_bgcolor","home_team_id","home_team_color","away_team_id","away_team_color","stats_fot_mob_rating","stats_minutes_played","stats_saves","stats_goals_conceded","stats_x_got_faced","stats_accurate_passes","stats_accurate_long_balls","stats_diving_save","stats_saves_inside_box","stats_acted_as_sweeper","stats_punches","stats_throws","stats_high_claim","stats_recoveries","stats_touches","stats_goals","stats_assists","stats_total_shots","stats_chances_created","stats_expected_assists_x_a","stats_passes_into_final_third","stats_accurate_crosses","stats_dispossessed","stats_tackles_won","stats_clearances","stats_headed_clearance","stats_interceptions","stats_dribbled_past","stats_ground_duels_won","stats_aerial_duels_won","stats_was_fouled","stats_fouls_committed","stats_shotmap","stats_expected_goals_x_g","stats_shot_accuracy","stats_successful_dribbles","stats_blocks","stats_corners","stats_blocked_shots","stats_expected_goals_on_target_x_got","stats_error_led_to_goal","stats_offsides","stats_own_goal","stats_clearance_off_the_line","stats_big_chance_missed","shotmap","is_starter","stats_penalties_miss","stats_saved_penalties","stats_penalties_won","stats_conceded_penalty","stats_errors_led_to_goal","stats_last_man_tackle","stats_penalty_goals_conceded","opp_rating","league","team_rating","elo_dif","page_url_2"
"1159","3978781","10164","Sydney FC","1235411","FALSE","Patrick","Yazbek","https://images.fotmob.com/image_resources/playerimages/1235411.png","/players/1235411/","16","TRUE","NA","86","2","3","Midfielder","NA","NA","NA","6.2","#f08022","FALSE","TRUE",NA,"purple","10164","#184878","323834","#303030","6.18","86",NA,NA,"NA","30","0/2 (0%)",NA,NA,NA,NA,NA,NA," 9","44","0","0","1"," 0","0.01"," 3","1/2 (50%)"," 3","3",NA,NA,NA,NA,"5/8 (63%)","1/6 (17%)"," 2"," 0","TRUE","0.03","1",NA,NA,NA,NA,"0.11",NA,NA,NA,NA,NA,"list(id = 2484442507, eventType = ""AttemptSaved"", teamId = 10164, playerId = 1235411, playerName = ""Patrick Yazbek"", x = 91, y = 49.8160488152257, min = 80, minAdded = NA, isBlocked = FALSE, isOnTarget = TRUE, blockedX = 103.8620689656, blockedY = 36.5925, goalCrossedY = 36.51625, goalCrossedZ = 0.5714736814, expectedGoals = 0.0338618457317352, expectedGoalsOnTarget = 0.1114, shotType = ""RightFoot"", situation = ""RegularPlay"", period = ""SecondHalf"", isOwnGoal = FALSE, onGoalShot = list(x = 0.334325396825397, 
    y = 0.151183513597884, zoomRatio = 1), teamColor = ""#184878"")","TRUE",NA,NA,NA,NA,NA,NA,NA,"18.25","A-League","29","10.75","/players/1235411/patrick-yazbek"
"1160","3978781","10164","Sydney FC","318866","FALSE","Anthony","Caceres","https://images.fotmob.com/image_resources/playerimages/318866.png","/players/318866/","17","TRUE","NA","74","2","3","Midfielder","NA","NA","NA","6.8","#f08022","FALSE","TRUE",NA,"purple","10164","#184878","323834","#303030","6.76","74",NA,NA,"NA","21",NA,NA,NA,NA,NA,NA,NA," 2","44","0","0","1"," 0","0.01",NA,"0/1 (0%)"," 1","5",NA,NA,NA," 1","7/13 (54%)","3/3 (100%)"," 1"," 2","TRUE","0.03","1","1/3 (33%)"," 1",NA,NA,"0.08",NA,NA,NA,NA,NA,"list(id = 2484425427, eventType = ""AttemptSaved"", teamId = 10164, playerId = 318866, playerName = ""Anthony Caceres"", x = 79.2189303215344, y = 25.53375, min = 41, minAdded = NA, isBlocked = FALSE, isOnTarget = TRUE, blockedX = 103.103448276, blockedY = 32.09375, goalCrossedY = 32.24625, goalCrossedZ = 1.1365263102, expectedGoals = 0.0322232246398926, expectedGoalsOnTarget = 0.08, shotType = ""RightFoot"", situation = ""RegularPlay"", period = ""FirstHalf"", isOwnGoal = FALSE, onGoalShot = list(x = 1.46395502645503, 
    y = 0.300668336031746, zoomRatio = 1), teamColor = ""#184878"")","TRUE",NA,NA,NA,NA,NA,NA,NA,"18.25","A-League","29","10.75","/players/318866/anthony-caceres"
"1161","3978781","10164","Sydney FC","471149","FALSE","Joe","Lolley","https://images.fotmob.com/image_resources/playerimages/471149.png","/players/471149/","10","TRUE","NA","NA","3","3","Attacker","NA","NA","NA","7.2","#1ec853","FALSE","TRUE",NA,"purple","10164","#184878","323834","#303030","7.18","90",NA,NA,"NA","46","6/9 (67%)",NA,NA,NA,NA,NA,NA," 7","82","0","0","2"," 2","0.37"," 8","0/6 (0%)"," 1","4"," 2"," 2",NA," 2","11/22 (50%)","0/1 (0%)"," 2"," 2","TRUE","0.06","0","5/11 (45%)",NA," 2",NA,"NA",NA,NA,NA,NA,NA,"list(id = c(2484422013, 2484443515), eventType = c(""Miss"", ""Miss""), teamId = c(10164, 10164), playerId = c(471149, 471149), playerName = c(""Joe Lolley"", ""Joe Lolley""), x = c(81.6966053793311, 79.2189303215344), y = c(16.4323561545564, 22.0374516985564), min = c(23, 83), minAdded = c(NA, NA), isBlocked = c(FALSE, FALSE), isOnTarget = c(FALSE, FALSE), blockedX = c(NA, NA), blockedY = c(NA, NA), goalCrossedY = c(32.9325, 24.6298089222), goalCrossedZ = c(5.5492413888, 0.3595789456), expectedGoals = c(0.0349707901477814, 
0.0267617106437683), expectedGoalsOnTarget = c(NA, NA), shotType = c(""LeftFoot"", ""LeftFoot""), situation = c(""RegularPlay"", ""RegularPlay""), period = c(""FirstHalf"", ""SecondHalf""), isOwnGoal = c(FALSE, FALSE), onGoalShot = list(x = c(1.13028140466589, 2), y = c(0.677248677248677, 0.0383747719352191), zoomRatio = c(0.461324318161187, 0.403406928270186)), teamColor = c(""#184878"", ""#184878""))","TRUE",NA,NA,NA,NA,NA,NA,NA,"18.25","A-League","29","10.75","/players/471149/joe-lolley"
"1162","3978781","10164","Sydney FC","1208173","FALSE","Patrick","Wood","https://images.fotmob.com/image_resources/playerimages/1208173.png","/players/1208173/","12","TRUE","NA","66","3","5","Attacker","NA","NA","NA","5.9","#f08022","FALSE","TRUE",NA,"purple","10164","#184878","323834","#303030","5.9","66",NA,NA,"NA","5","0/1 (0%)",NA,NA,NA,NA,NA,NA," 2","16","0","0","0"," 0","NA",NA,"0/1 (0%)"," 0","1"," 1",NA,NA," 1","2/5 (40%)","0/1 (0%)"," 1"," 2",NA,"NA","NA",NA," 1",NA,NA,"NA",NA," 1",NA,NA,NA,"NULL","TRUE",NA,NA,NA,NA,NA,NA,NA,"18.25","A-League","29","10.75","/players/1208173/patrick-wood"
"1163","3978781","323834","Western Sydney FC","92263","FALSE","Milos","Ninkovic","https://images.fotmob.com/image_resources/playerimages/92263.png","/players/92263/","10","FALSE","NA","90","2","5","Midfielder","NA","NA","NA","7.8","#1ec853","FALSE","TRUE",NA,"purple","10164","#184878","323834","#303030","7.8","89",NA,NA,"NA","48","3/5 (60%)",NA,NA,NA,NA,NA,NA," 6","64","0","1","1"," 2","0.05"," 6",NA," 2","1",NA,NA,NA," 2","5/10 (50%)","0/2 (0%)"," 3"," 1","TRUE","0.22","1","1/1 (100%)",NA,NA,NA,"0.84",NA,NA,NA,NA," 1","list(id = 2484437377, eventType = ""AttemptSaved"", teamId = 323834, playerId = 92263, playerName = ""Milos Ninkovic"", x = 95.4473684198, y = 32.5512488365173, min = 63, minAdded = NA, isBlocked = FALSE, isOnTarget = TRUE, blockedX = 97.7631578942, blockedY = 32.9325, goalCrossedY = 32.78, goalCrossedZ = 0.2825263144, expectedGoals = 0.220671802759171, expectedGoalsOnTarget = 0.8404, shotType = ""RightFoot"", situation = ""FastBreak"", period = ""SecondHalf"", isOwnGoal = FALSE, onGoalShot = list(x = 1.32275132275132, 
    y = 0.0747424112169312, zoomRatio = 1), teamColor = ""#303030"")","TRUE",NA,NA,NA,NA,NA,NA,NA,"29","A-League","18.25","-10.75","/players/92263/milos-ninkovic"
"1164","3978781","323834","Western Sydney FC","317444","FALSE","Sulejman","Krpic","https://images.fotmob.com/image_resources/playerimages/317444.png","/players/317444/","11","FALSE","NA","NA","3","5","Attacker","NA","NA","NA","6.9","#1ec853","FALSE","TRUE",NA,"purple","10164","#184878","323834","#303030","6.94","90",NA,NA,"NA","23",NA,NA,NA,NA,NA,NA,NA," 1","35","0","0","2"," 2","0.31",NA,NA," 0","1"," 3"," 2",NA,NA,"1/5 (20%)","10/19 (53%)"," 0"," 4","TRUE","0.1","0",NA,NA,NA," 1","NA",NA,NA,NA,NA,NA,"list(id = c(2484424253, 2484441279), eventType = c(""AttemptSaved"", ""Miss""), teamId = c(323834, 323834), playerId = c(317444, 317444), playerName = c(""Sulejman Krpic"", ""Sulejman Krpic""), x = c(96.2193011892786, 93.0999984741211), y = c(30.7212505817413, 24.8978133821487), min = c(35, 76), minAdded = c(NA, NA), isBlocked = c(TRUE, FALSE), isOnTarget = c(TRUE, FALSE), blockedX = c(103.2931034484, NA), blockedY = c(32.3225, NA), goalCrossedY = c(32.70375, 25.0134375), goalCrossedZ = c(1.219999994, 0.7127368386
), expectedGoals = c(0.079613596200943, 0.0157062709331512), expectedGoalsOnTarget = c(NA, NA), shotType = c(""Header"", ""Header""), situation = c(""FromCorner"", ""SetPiece""), period = c(""FirstHalf"", ""SecondHalf""), isOwnGoal = c(FALSE, FALSE), onGoalShot = list(x = c(1.34292328042328, 2), y = c(0.322751321164021, 0.0793113983906527), zoomRatio = c(1, 0.420628021003582)), teamColor = c(""#303030"", ""#303030""))","TRUE",NA,NA,NA,NA,NA,NA,NA,"29","A-League","18.25","-10.75","/players/317444/sulejman-krpic"
"1165","3978781","323834","Western Sydney FC","1134956","FALSE","Kusini","Yengi","https://images.fotmob.com/image_resources/playerimages/1134956.png","/players/1134956/","9","FALSE","NA","84","3","3","Attacker","NA","NA","1","8.2","#1ec853","FALSE","TRUE",NA,"purple","10164","#184878","323834","#303030","8.16","84",NA,NA,"NA","18",NA,NA,NA,NA,NA,NA,NA," 6","42","1","0","3"," 0","0.1"," 3",NA," 0","1"," 1"," 1"," 1"," 1","7/16 (44%)","3/4 (75%)"," 2"," 4","TRUE","0.39","1","4/9 (44%)",NA,NA," 1","0.5",NA,NA,NA,NA,NA,"list(id = c(2484432429, 2484433411, 2484439693), eventType = c(""AttemptSaved"", ""Miss"", ""Goal""), teamId = c(323834, 323834, 323834), playerId = c(1134956, 1134956, 1134956), playerName = c(""Kusini Yengi"", ""Kusini Yengi"", ""Kusini Yengi""), x = c(95.4473684198, 96.5087704565607, 92.5), y = c(42.9865633821487, 47.6440753610129, 36.8974994182587), min = c(49, 52, 70), minAdded = c(NA, NA, NA), isBlocked = c(TRUE, FALSE, FALSE), isOnTarget = c(TRUE, FALSE, TRUE), blockedX = c(97.2807017537, NA, NA), blockedY = c(42.00375, 
NA, NA), goalCrossedY = c(36.8975, 29.547619046, 36.21125), goalCrossedZ = c(1.219999994, 1.5153684136, 2.1125263054), expectedGoals = c(0.0687190890312195, 0.0875912308692932, 0.230956941843033), expectedGoalsOnTarget = c(NA, NA, 0.5024), shotType = c(""LeftFoot"", ""LeftFoot"", ""RightFoot""), situation = c(""RegularPlay"", ""RegularPlay"", ""FastBreak""), period = c(""SecondHalf"", ""SecondHalf"", ""SecondHalf""), isOwnGoal = c(FALSE, FALSE, FALSE), onGoalShot = list(x = c(0.233465608465608, 2, 0.415013227513228
), y = c(0.322751321164021, 0.340350124855916, 0.558869392962963), zoomRatio = c(1, 0.84898395691053, 1)), teamColor = c(""#303030"", ""#303030"", ""#303030""))","TRUE",NA,NA,NA,NA,NA,NA,NA,"29","A-League","18.25","-10.75","/players/1134956/kusini-yengi"
"1166","3978781","323834","Western Sydney FC","162915","FALSE","Romain","Amalfitano","https://images.fotmob.com/image_resources/playerimages/162915.png","/players/162915/","17","FALSE","NA","NA","2","3","Midfielder","NA","NA","NA","7.7","#1ec853","FALSE","TRUE",NA,"purple","10164","#184878","323834","#303030","7.67","90",NA,NA,"NA","55","4/5 (80%)",NA,NA,NA,NA,NA,NA," 8","68","0","0","0"," 1","0.04"," 8","0/1 (0%)"," 0","3",NA,NA,NA,NA,"6/8 (75%)","1/2 (50%)"," 2"," 2",NA,"NA","NA","1/1 (100%)",NA,NA,NA,"NA",NA,NA,NA,NA,NA,"list()","TRUE",NA,NA,NA,NA,NA,NA,NA,"29","A-League","18.25","-10.75","/players/162915/romain-amalfitano"
"1167","3978781","323834","Western Sydney FC","1123206","FALSE","Calem","Nieuwenhof","https://images.fotmob.com/image_resources/playerimages/1123206.png","/players/1123206/","28","FALSE","NA","NA","2","3","Midfielder","NA","NA","NA","8.0","#1ec853","FALSE","TRUE",NA,"purple","10164","#184878","323834","#303030","8.02","90",NA,NA,"NA","40","2/4 (50%)",NA,NA,NA,NA,NA,NA,"13","63","0","0","2"," 1","0.01"," 5",NA," 2","7"," 1",NA," 2",NA,"11/16 (69%)"," 0"," 4"," 1","TRUE","0.17","NA","0/2 (0%)",NA,NA," 2","NA",NA,NA,NA,NA,NA,"list(id = c(2484420921, 2484424947), eventType = c(""AttemptSaved"", ""AttemptSaved""), teamId = c(323834, 323834), playerId = c(1123206, 1123206), playerName = c(""Calem Nieuwenhof"", ""Calem Nieuwenhof""), x = c(91, 85.81617647), y = c(32.1699988365173, 30.2200000915527), min = c(18, 40), minAdded = c(NA, NA), isBlocked = c(TRUE, TRUE), isOnTarget = c(TRUE, TRUE), blockedX = c(93.2, 89.1), blockedY = c(32.475, 30.56875), goalCrossedY = c(34.22875, 35.83), goalCrossedZ = c(1.219999994, 1.219999994), expectedGoals = c(0.0837634801864624, 
0.0877018570899963), expectedGoalsOnTarget = c(NA, NA), shotType = c(""LeftFoot"", ""LeftFoot""), situation = c(""RegularPlay"", ""SetPiece""), period = c(""FirstHalf"", ""FirstHalf""), isOwnGoal = c(FALSE, FALSE), onGoalShot = list(x = c(0.939484126984128, 0.515873015873016), y = c(0.322751321164021, 0.322751321164021), zoomRatio = c(1, 1)), teamColor = c(""#303030"", ""#303030""))","TRUE",NA,NA,NA,NA,NA,NA,NA,"29","A-League","18.25","-10.75","/players/1123206/calem-nieuwenhof"
"1168","3978781","323834","Western Sydney FC","494312","FALSE","Brandon","Borrello","https://images.fotmob.com/image_resources/playerimages/494312.png","/players/494312/","26","FALSE","NA","NA","3","3","Attacker","NA","NA","NA","7.1","#1ec853","FALSE","TRUE",NA,"purple","10164","#184878","323834","#303030","7.13","90",NA,NA,"NA","31","1/3 (33%)",NA,NA,NA,NA,NA,NA," 6","70","0","0","3"," 3","0.19"," 9","2/7 (29%)"," 3","2",NA,NA,NA," 1","7/14 (50%)","0/5 (0%)"," 1"," 0","TRUE","0.27","1","4/7 (57%)",NA," 5"," 1","0.03",NA," 1",NA,NA,NA,"list(id = c(2484421149, 2484424051, 2484441683), eventType = c(""AttemptSaved"", ""Miss"", ""AttemptSaved""), teamId = c(323834, 323834, 323834), playerId = c(494312, 494312, 494312), playerName = c(""Brandon Borrello"", ""Brandon Borrello"", ""Brandon Borrello""), x = c(98.9210511590607, 83.1606778935344, 87.2117679817518), y = c(48.5549055250871, 29.7997625442324, 27.950714285), min = c(19, 34, 77), minAdded = c(NA, NA, NA), isBlocked = c(TRUE, FALSE, FALSE), isOnTarget = c(TRUE, FALSE, TRUE), blockedX = c(99.5948275866, 
102.2500000002, 98.6315789471), blockedY = c(46.8033120985, 37.78, 31.78875), goalCrossedY = c(33.61875, 41.425625, 33.695), goalCrossedZ = c(1.219999994, 0.4430526294, 0.4045263138), expectedGoals = c(0.0303304493427277, 0.0563817024230957, 0.182646155357361), expectedGoalsOnTarget = c(NA, NA, 0.0327), shotType = c(""RightFoot"", ""RightFoot"", ""RightFoot""), situation = c(""RegularPlay"", ""RegularPlay"", ""FastBreak""), period = c(""FirstHalf"", ""FirstHalf"", ""SecondHalf""), isOwnGoal = c(FALSE, FALSE, FALSE
), onGoalShot = list(x = c(1.10085978835979, 0, 1.08068783068783), y = c(0.322751321164021, 0.0596653654608198, 0.107017543333333), zoomRatio = c(1, 0.509048059927616, 1)), teamColor = c(""#303030"", ""#303030"", ""#303030""))","TRUE",NA,NA,NA,NA,NA,NA,NA,"29","A-League","18.25","-10.75","/players/494312/brandon-borrello"
"1169","3978781","323834","Western Sydney FC","181211","FALSE","Adama","Traore","https://images.fotmob.com/image_resources/playerimages/181211.png","/players/181211/","3","FALSE","NA","NA","1","1","Defender","NA","NA","NA","7.0","#1ec853","FALSE","TRUE",NA,"purple","10164","#184878","323834","#303030","7.02","90",NA,NA,"NA","50","0/1 (0%)",NA,NA,NA,NA,NA,NA," 4","74","0","0","0"," 0","0.01"," 4","0/1 (0%)"," 1","2"," 1"," 1"," 2"," 2","2/6 (33%)","3/4 (75%)"," 0"," 1",NA,"NA","NA",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"NULL","TRUE",NA,NA,NA,NA,NA,NA,NA,"29","A-League","18.25","-10.75","/players/181211/adama-traore"
"1170","3978781","323834","Western Sydney FC","78908","FALSE","","Marcelo","https://images.fotmob.com/image_resources/playerimages/78908.png","/players/78908/","6","FALSE","NA","NA","1","1","Defender","NA","NA","NA","8.2","#0e87e0","TRUE","TRUE",NA,"purple","10164","#184878","323834","#303030","8.19","90",NA,NA,"NA","84","7/17 (41%)",NA,NA,NA,NA,NA,NA," 5","99","0","0","2"," 2","0.39","14",NA," 0","1"," 5"," 3"," 4",NA,"1/1 (100%)","7/7 (100%)"," 0"," 0","TRUE","0.14","0",NA,NA,NA,NA,"NA",NA," 2",NA,NA," 1","NULL","TRUE",NA,NA,NA,NA,NA,NA,NA,"29","A-League","18.25","-10.75","/players/78908/marcelo"
"1171","3978781","323834","Western Sydney FC","340036","FALSE","Tomislav","Mrcela","https://images.fotmob.com/image_resources/playerimages/340036.png","/players/340036/","5","FALSE","NA","NA","1","1","Defender","NA","NA","NA","7.0","#1ec853","FALSE","TRUE",NA,"purple","10164","#184878","323834","#303030"," 7","90",NA,NA,"NA","57","1/8 (13%)",NA,NA,NA,NA,NA,NA," 2","72","0","0","2"," 0","NA"," 8",NA," 1","2"," 4"," 3",NA,NA,"2/4 (50%)","3/3 (100%)"," 0"," 1","TRUE","0.12","0",NA," 2",NA," 1","NA",NA,NA,NA,NA,NA,"NULL","TRUE",NA,NA,NA,NA,NA,NA,NA,"29","A-League","18.25","-10.75","/players/340036/tomislav-mrcela"
"1172","3978781","323834","Western Sydney FC","799469","FALSE","Gabriel","Cleur","https://images.fotmob.com/image_resources/playerimages/799469.png","/players/799469/","2","FALSE","NA","NA","1","1","Defender","NA","NA","NA","7.1","#1ec853","FALSE","TRUE",NA,"purple","10164","#184878","323834","#303030","7.12","90",NA,NA,"NA","24","0/3 (0%)",NA,NA,NA,NA,NA,NA," 4","57","0","0","0"," 0","0.01"," 4","0/1 (0%)"," 1","3"," 3"," 3"," 2"," 2","4/10 (40%)","0/2 (0%)"," 0"," 2",NA,"NA","NA","1/2 (50%)",NA,NA,NA,"NA",NA,NA,NA,NA,NA,"NULL","TRUE",NA,NA,NA,NA,NA,NA,NA,"29","A-League","18.25","-10.75","/players/799469/gabriel-cleur"
"1173","3978781","323834","Western Sydney FC","254469","FALSE","Lawrence","Thomas","https://images.fotmob.com/image_resources/playerimages/254469.png","/players/254469/","20","FALSE","NA","NA","0","0","Keeper","NA","NA","NA","8.0","#1ec853","FALSE","TRUE",NA,"purple","10164","#184878","323834","#303030","7.98","90","3","0","0.25","33","14/23 (61%)","3","2","0","0","6","0","11","45","NA","NA","NA",NA,"NA",NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"NULL","TRUE",NA,NA,NA,NA,NA,NA,NA,"29","A-League","18.25","-10.75","/players/254469/lawrence-thomas"
"1174","3978781","10164","Sydney FC","1265460","FALSE","Adrian","Segecic","https://images.fotmob.com/image_resources/playerimages/1265460.png","/players/1265460/","19","TRUE","66","NA","3","0","Attacker","NA","NA","NA","6.2","#f08022","FALSE","TRUE",NA,"purple","10164","#184878","323834","#303030","6.17","24",NA,NA,"NA","5",NA,NA,NA,NA,NA,NA,NA,NA,"16","0","0","1"," 1","0.02",NA,"0/1 (0%)"," 0","1",NA,NA,NA,NA,"2/4 (50%)","2/5 (40%)"," 0"," 0","TRUE","0.18","0","1/3 (33%)",NA,NA,NA,"NA",NA,NA,NA,NA," 1","list(id = 2484445275, eventType = ""Miss"", teamId = 10164, playerId = 1265460, playerName = ""Adrian Segecic"", x = 97.9561388780607, y = 43.044375, min = 89, minAdded = NA, isBlocked = FALSE, isOnTarget = FALSE, blockedX = NA, blockedY = NA, goalCrossedY = 35.3725, goalCrossedZ = 3.9764137976, expectedGoals = 0.183138966560364, expectedGoalsOnTarget = NA, shotType = ""LeftFoot"", situation = ""RegularPlay"", period = ""SecondHalf"", isOwnGoal = FALSE, onGoalShot = list(x = 0.766240673924622, y = 0.677248677248677, 
    zoomRatio = 0.643796176732188), teamColor = ""#184878"")","FALSE",NA,NA,NA,NA,NA,NA,NA,"18.25","A-League","29","10.75","/players/1265460/adrian-segecic"
"1175","3978781","10164","Sydney FC","590367","FALSE","Max","Burgess","https://images.fotmob.com/image_resources/playerimages/590367.png","/players/590367/","22","TRUE","74","NA","2","0","Midfielder","NA","NA","NA","6.2","#f08022","FALSE","TRUE",NA,"purple","10164","#184878","323834","#303030","6.19","16",NA,NA,"NA","9","1/1 (100%)",NA,NA,NA,NA,NA,NA," 1","16","0","0","0"," 1","0.01"," 2","0/1 (0%)"," 1","1",NA,NA,NA,NA,"2/4 (50%)","1/2 (50%)"," 1"," 1",NA,"NA","NA",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"list()","FALSE",NA,NA,NA,NA,NA,NA,NA,"18.25","A-League","29","10.75","/players/590367/max-burgess"
"1176","3978781","10164","Sydney FC","1409554","FALSE","Jaiden","Kucharski","https://images.fotmob.com/image_resources/playerimages/1409554.png","/players/1409554/","25","TRUE","86","NA","3","0","Attacker","NA","NA","NA",NA,"#989898","FALSE","TRUE",NA,"purple","10164","#184878","323834","#303030"," 0","4",NA,NA,"NA","2",NA,NA,NA,NA,NA,NA,NA," 1"," 4","0","0","1"," 0","NA",NA,NA," 0","NA",NA,NA,NA,NA," 0","1/1 (100%)"," 0"," 0","TRUE","0.03","0",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"list(id = 2484445481, eventType = ""Miss"", teamId = 10164, playerId = 1409554, playerName = ""Jaiden Kucharski"", x = 94.4824561388, y = 25.3603129410744, min = 90, minAdded = 0, isBlocked = FALSE, isOnTarget = FALSE, blockedX = NA, blockedY = NA, goalCrossedY = 29.967857141, goalCrossedZ = 2.8902068976, expectedGoals = 0.0296183824539185, expectedGoalsOnTarget = NA, shotType = ""RightFoot"", situation = ""RegularPlay"", period = ""SecondHalf"", isOwnGoal = FALSE, onGoalShot = list(x = 1.94483319516089, y = 0.677248677248677, 
    zoomRatio = 0.885749737199022), teamColor = ""#184878"")","FALSE",NA,NA,NA,NA,NA,NA,NA,"18.25","A-League","29","10.75","/players/1409554/jaiden-kucharski"
"1177","3978781","10164","Sydney FC","1219866","FALSE","Alex","Parsons","https://images.fotmob.com/image_resources/playerimages/1219866.png","/players/1219866/","21","TRUE","NA","NA","2","0","Midfielder","NA","NA","NA",NA,"#989898","FALSE","TRUE",NA,"purple","10164","#184878","323834","#303030"," 0","NA",NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0"," 0","NA",NA,NA," 0","NA",NA,NA,NA,NA," 0"," 0"," 0"," 0",NA,"NA","NA",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"list()","FALSE",NA,NA,NA,NA,NA,NA,NA,"18.25","A-League","29","10.75","/players/1219866/alex-parsons"
"1178","3978781","10164","Sydney FC","1409555","FALSE","Jake","Girdwood-Reich","https://images.fotmob.com/image_resources/playerimages/1409555.png","/players/1409555/","28","TRUE","NA","NA","2","0","Midfielder","NA","NA","NA",NA,"#989898","FALSE","TRUE",NA,"purple","10164","#184878","323834","#303030"," 0","NA",NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0"," 0","NA",NA,NA," 0","NA",NA,NA,NA,NA," 0"," 0"," 0"," 0",NA,"NA","NA",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"list()","FALSE",NA,NA,NA,NA,NA,NA,NA,"18.25","A-League","29","10.75","/players/1409555/jake-girdwood-reich"
"1179","3978781","10164","Sydney FC","1419344","FALSE","Adrian","Vlastelica","https://images.fotmob.com/image_resources/playerimages/1419344.png","/players/1419344/","27","TRUE","NA","NA","1","0","Defender","NA","NA","NA",NA,"#989898","FALSE","TRUE",NA,"purple","10164","#184878","323834","#303030"," 0","NA",NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0"," 0","NA",NA,NA," 0","NA",NA,NA,NA,NA," 0"," 0"," 0"," 0",NA,"NA","NA",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"list()","FALSE",NA,NA,NA,NA,NA,NA,NA,"18.25","A-League","29","10.75","/players/1419344/adrian-vlastelica"
"1180","3978781","10164","Sydney FC","605661","FALSE","Thomas","Heward-Belle","https://images.fotmob.com/image_resources/playerimages/605661.png","/players/605661/","20","TRUE","NA","NA","0","0","Keeper","NA","NA","NA",NA,"#989898","FALSE","TRUE",NA,"purple","10164","#184878","323834","#303030","0","NA","0","0","1.38","NA","0","0","0","0","0","0","0","0","0","NA","NA","NA",NA,"NA",NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"list()","FALSE",NA,NA,NA,NA,NA,NA,NA,"18.25","A-League","29","10.75","/players/605661/thomas-heward-belle"
"1181","3978781","323834","Western Sydney FC","179866","FALSE","Yeni","N'Gbakoto","https://images.fotmob.com/image_resources/playerimages/179866.png","/players/179866/","23","FALSE","84","NA","3","0","Attacker","NA","NA","NA",NA,"#989898","FALSE","TRUE",NA,"purple","10164","#184878","323834","#303030"," 0","6",NA,NA,"NA","7",NA,NA,NA,NA,NA,NA,NA," 2","11","0","0","0"," 0","NA"," 2",NA," 0","1",NA,NA,NA," 1","3/5 (60%)","1/1 (100%)"," 1"," 1",NA,"NA","NA","1/1 (100%)",NA,NA,NA,"NA",NA,NA,NA,NA,NA,"NULL","FALSE",NA,NA,NA,NA,NA,NA,NA,"29","A-League","18.25","-10.75","/players/179866/yeni-ngbakoto"
"1182","3978781","323834","Western Sydney FC","1217272","FALSE","Alessandro","Lopane","https://images.fotmob.com/image_resources/playerimages/1217272.png","/players/1217272/","36","FALSE","90","NA","3","0","Attacker","NA","NA","NA",NA,"#989898","FALSE","TRUE",NA,"purple","10164","#184878","323834","#303030"," 0","1",NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA," 1","0","0","0"," 0","NA",NA,NA," 0","NA"," 1",NA,NA," 1","0/2 (0%)"," 0"," 0"," 1",NA,"NA","NA",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"NULL","FALSE",NA,NA,NA,NA,NA,NA,NA,"29","A-League","18.25","-10.75","/players/1217272/alessandro-lopane"
