"confirmed","home","away","date_time","league","h_wpct_odds","x_wpct_odds","a_wpct_odds","h_wpct_mean","x_wpct_mean","a_wpct_mean","h_spct_odds","a_spct_odds","h_spct_mean","a_spct_mean","total_odds","opct_odds","upct_odds","total_mean","opct_mean","upct_mean","h_score_pass_shot","a_score_pass_shot","total_pass_shot","h_wpct_pass_shot","x_wpct_pass_shot","a_wpct_pass_shot","h_spct_pass_shot","a_spct_pass_shot","h_score_xg","a_score_xg","total_xg","h_wpct_xg","x_wpct_xg","a_wpct_xg","h_spct_xg","a_spct_xg","h_score_xgot","a_score_xgot","total_xgot","h_wpct_xgot","x_wpct_xgot","a_wpct_xgot","h_spct_xgot","a_spct_xgot","h_score_xa","a_score_xa","total_xa","h_wpct_xa","x_wpct_xa","a_wpct_xa","h_spct_xa","a_spct_xa","h_score_goal_exp","a_score_goal_exp","total_goal_exp","h_wpct_goal_exp","x_wpct_goal_exp","a_wpct_goal_exp","h_spct_goal_exp","a_spct_goal_exp","h_score_ast_exp","a_score_ast_exp","total_ast_exp","h_wpct_ast_exp","x_wpct_ast_exp","a_wpct_ast_exp","h_spct_ast_exp","a_spct_ast_exp"
"confirmed","Lazio","Bologna",2023-01-19 09:00:00,"Coppa Italia",54.95,29.85,21.74,55.07,21.65,23.28,54.05,50,55.07,44.93,"2.5",43.86,61.35,3.72339527383378,71.85,71.85,0.845986673994039,0.592365554431212,1.43835222842525,0.3944,0.3728,0.2328,0.3944,0.6056,2.52413236637,1.68443455527084,1.43835222842525,0.5658,0.1843,0.2499,0.5658,0.4342,2.56360061361178,1.5037990502823,1.43835222842525,0.6082,0.183,0.2088,0.6082,0.3918,1.93342104548555,1.57609877832954,1.43835222842525,0.4651,0.2192,0.3157,0.4651,0.5349,3.38874685070366,1.80805189845377,1.43835222842525,0.6812,0.147,0.1718,0.6812,0.3188,2.44394024985073,1.47579400621928,1.43835222842525,0.5894,0.1929,0.2177,0.5894,0.4106
