"","Time","League","Matchup","MGM Market Name","BetRivers Market Name","Draftkings Market Name","Caesars Market Name","Fanduel Market Name","PointsBet Market Name","MGM Selection Name","BetRivers Selection Name","Draftkings Selection Name","Caesars Selection Name","Fanduel Selection","PointsBet Selection","MGM Odds","BetRivers Odds","Draftkings Odds","Caesars Odds","Fanduel Odds","PointsBet Odds","update_time"
"43","2023-09-13T00:30:00Z","South America WC Qualification, CONMEBOL","Chile-Colombia","Total Goals (0.5)","Total Goals 0.5","Over/Under 0.5","Total Match Goals Over/Under 0.5 Goals","Over/Under 0.5 Goals",NA,"Over 0.5","Over","Over","Over 0.5","Over 0.5",NA,-1000,-1250,-1200,-900,-1400,NA,2023-09-12 18:40:00.984976
"44","2023-09-13T00:30:00Z","South America WC Qualification, CONMEBOL","Chile-Colombia","Total Goals (0.5)","Total Goals 0.5","Over/Under 0.5","Total Match Goals Over/Under 0.5 Goals","Over/Under 0.5 Goals",NA,"Under 0.5","Under","Over","Under 0.5","Under 0.5",NA,525,650,NA,575,640,NA,2023-09-12 18:40:00.984976
"45","2023-09-13T02:00:00Z","South America WC Qualification, CONMEBOL","Peru-Brazil","Total Goals (0.5)","Total Goals 0.5","Over/Under 0.5","Total Match Goals Over/Under 0.5 Goals","Over/Under 0.5 Goals",NA,"Over 0.5","Over","Over","Over 0.5","Over 0.5",NA,-2000,-3335,-2500,-1600,-2000,NA,2023-09-12 18:40:00.984976
"46","2023-09-13T02:00:00Z","South America WC Qualification, CONMEBOL","Peru-Brazil","Total Goals (0.5)","Total Goals 0.5","Over/Under 0.5","Total Match Goals Over/Under 0.5 Goals","Over/Under 0.5 Goals",NA,"Under 0.5","Under","Over","Under 0.5","Under 0.5",NA,825,1100,NA,850,1080,NA,2023-09-12 18:40:00.984976
"47","2023-09-13T00:30:00Z","South America WC Qualification, CONMEBOL","Chile-Colombia","Total Goals (1.5)","Total Goals 1.5","Over/Under 1.5","Total Match Goals Over/Under 1.5 Goals","Over/Under 1.5 Goals","alternative total goals 1.5","Over 1.5","Over","Over","Over 1.5","Over 1.5","Over 1.5",-217,-240,-210,-200,-225,-225,2023-09-12 18:40:00.984976
"48","2023-09-13T00:30:00Z","South America WC Qualification, CONMEBOL","Chile-Colombia","Total Goals (1.5)","Total Goals 1.5","Over/Under 1.5","Total Match Goals Over/Under 1.5 Goals","Over/Under 1.5 Goals","alternative total goals 1.5","Under 1.5","Under","Under","Under 1.5","Under 1.5","Under 1.5",150,188,165,165,172,160,2023-09-12 18:40:00.984976
"49","2023-09-13T02:00:00Z","South America WC Qualification, CONMEBOL","Peru-Brazil","Total Goals (1.5)","Total Goals 1.5","Over/Under 1.5","Total Match Goals Over/Under 1.5 Goals","Over/Under 1.5 Goals","alternative total goals 1.5","Over 1.5","Over","Over","Over 1.5","Over 1.5","Over 1.5",-323,-375,-320,-300,-340,-350,2023-09-12 18:40:00.984976
"50","2023-09-13T02:00:00Z","South America WC Qualification, CONMEBOL","Peru-Brazil","Total Goals (1.5)","Total Goals 1.5","Over/Under 1.5","Total Match Goals Over/Under 1.5 Goals","Over/Under 1.5 Goals","alternative total goals 1.5","Under 1.5","Under","Under","Under 1.5","Under 1.5","Under 1.5",220,280,245,240,245,235,2023-09-12 18:40:00.984976
"51","2023-09-13T00:30:00Z","South America WC Qualification, CONMEBOL","Chile-Colombia","Total Goals (2.5)","Total Goals 2.5","Over/Under 2.5","Total Match Goals Over/Under 2.5 Goals","Over/Under 2.5 Goals","alternative total goals 2.5","Over 2.5","Over","Under","Over 2.5","Over 2.5","Over 2.5",135,138,NA,155,145,135,2023-09-12 18:40:00.984976
"52","2023-09-13T00:30:00Z","South America WC Qualification, CONMEBOL","Chile-Colombia","Total Goals (2.5)","Total Goals 2.5","Over/Under 2.5","Total Match Goals Over/Under 2.5 Goals","Over/Under 2.5 Goals","alternative total goals 2.5","Under 2.5","Under","Under","Under 2.5","Under 2.5","Under 2.5",-196,-175,-185,-190,-196,-185,2023-09-12 18:40:00.984976
"53","2023-09-13T02:00:00Z","South America WC Qualification, CONMEBOL","Peru-Brazil","Total Goals (2.5)","Total Goals 2.5","Over/Under 2.5","Total Match Goals Over/Under 2.5 Goals","Over/Under 2.5 Goals","alternative total goals 2.5","Over 2.5","Over","Under","Over 2.5","Over 2.5","Over 2.5",-108,-113,NA,-105,-104,-110,2023-09-12 18:40:00.984976
"54","2023-09-13T02:00:00Z","South America WC Qualification, CONMEBOL","Peru-Brazil","Total Goals (2.5)","Total Goals 2.5","Over/Under 2.5","Total Match Goals Over/Under 2.5 Goals","Over/Under 2.5 Goals","alternative total goals 2.5","Under 2.5","Under","Under","Under 2.5","Under 2.5","Under 2.5",-130,-109,-125,-125,-128,-120,2023-09-12 18:40:00.984976
"55","2023-09-13T00:30:00Z","South America WC Qualification, CONMEBOL","Chile-Colombia","Total Goals (3.5)","Total Goals 3.5","Over/Under 3.5","Total Match Goals Over/Under 3.5 Goals","Over/Under 3.5 Goals","alternative total goals 3.5","Over 3.5","Over","Over","Over 3.5","Over 3.5","Over 3.5",340,350,390,375,390,340,2023-09-12 18:40:00.984976
"56","2023-09-13T00:30:00Z","South America WC Qualification, CONMEBOL","Chile-Colombia","Total Goals (3.5)","Total Goals 3.5","Over/Under 3.5","Total Match Goals Over/Under 3.5 Goals","Over/Under 3.5 Goals","alternative total goals 3.5","Under 3.5","Under","Over","Under 3.5","Under 3.5","Under 3.5",-556,-500,NA,-500,-650,-550,2023-09-12 18:40:00.984976
"57","2023-09-13T02:00:00Z","South America WC Qualification, CONMEBOL","Peru-Brazil","Total Goals (3.5)","Total Goals 3.5","Over/Under 3.5","Total Match Goals Over/Under 3.5 Goals","Over/Under 3.5 Goals","alternative total goals 3.5","Over 3.5","Over","Over","Over 3.5","Over 3.5","Over 3.5",230,230,260,240,260,235,2023-09-12 18:40:00.984976
