"","Time","League","Matchup","MGM Market Name","BetRivers Market Name","Draftkings Market Name","Caesars Market Name","Fanduel Market Name","PointsBet Market Name","MGM Selection Name","BetRivers Selection Name","Draftkings Selection Name","Caesars Selection Name","Fanduel Selection","PointsBet Selection","MGM Odds","BetRivers Odds","Draftkings Odds","Caesars Odds","Fanduel Odds","PointsBet Odds"
"1","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Alex Monis","Alex Monis","Alex Monis",NA,"Alex Monis","A. Monis",333,460,330,NA,400,550
"2","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Alonso Aceves","Alonso Aceves","Daniel Alonso Aceves",NA,"Alonso Aceves","D. Aceves",1200,1900,NA,NA,2100,NA
"3","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Andre Reynolds II","Justin Reynolds","Andre Reynolds II",NA,"Andre Reynolds II","E. Reynoso",NA,1300,1400,NA,2500,NA
"4","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Arnaud Souquet","Arnaud Souquet","Arnaud Souquet",NA,"Arnaud Souquet","A. Souquet",1800,1300,1800,NA,3200,NA
"5","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Bakaye Dibassy","Bakaye Dibassy","Bakaye Dibassy",NA,"Bakaye Dibassy","Haile-Selassie",750,575,750,NA,1000,NA
"6","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Bongokuhle Hlongwane","Bongokuhle Hlongwane","Bongokuhle Hlongwane",NA,"Bongokuhle Hlongwane","Brent Kallman",160,220,160,NA,175,NA
"7","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Brent Kallman","Brent Kallman","Brent Kallman",NA,"Brent Kallman","Brent Kallman",900,750,900,NA,1300,1300
"8","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Brian Gutierrez","Brian Gutierrez","Brian Gutierrez",NA,"Brian Gutierrez","B. Gutiérrez",450,340,450,NA,550,NA
"9","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Bristow, Ethan","Brent Kallman","Britton Fischer",NA,"Britton Fischer","Brent Kallman",NA,750,NA,NA,NA,NA
"10","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Britton Fischer","Brian Gutierrez","Britton Fischer",NA,"Britton Fischer","A. Monis",NA,340,1400,NA,2100,NA
"11","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Cameron Dunbar","Cameron Dunbar","Cameron Dunbar",NA,"Cameron Dunbar","C. Dunbar",500,460,500,NA,550,NA
"12","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Carlos Teran","Carlos Terán","Carlos Teran",NA,"Carlos Teran","Jm Torres",1100,1300,1100,NA,1700,NA
"13","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","DJ Taylor","D.J. Taylor","DJ Taylor",NA,"DJ Taylor","D.J. Taylor",1400,900,1400,NA,2000,2200
"14","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Devin Padelford","Devin Padelford","Devin Padelford",NA,"Devin Padelford","D. Padelford",500,1050,500,NA,600,NA
"15","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Emanuel Reynoso","Emanuel Reynoso","Emanuel Reynoso",NA,"Emanuel Reynoso","E. Reynoso",160,160,160,NA,210,NA
"16","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Emmanuel Iwe","Emmanuel Iwe","Emmanuel Iwe",NA,"Emmanuel Iwe","K. Lawrence",260,390,260,NA,280,NA
"17","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Fabian Herbers","Fabian Herbers","Fabian Herbers",NA,"Fabian Herbers","F. Herbers",400,340,400,NA,460,NA
"18","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Federico Navarro","Federico Navarro","Federico Navarro",NA,"Federico Navarro","F. Navarro",900,850,900,NA,1400,NA
"19","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Franco Fragapane","Franco Fragapane","Franco Fragapane",NA,"Franco Fragapane","F. Fragapane",280,300,280,NA,320,NA
"20","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Gaston Gimenez","Gastón Giménez","Gaston Gimenez",NA,"Gaston Gimenez","G. Giménez",1200,525,1200,NA,1800,NA
"21","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Georgios Koutsias","Georgios Koutsias","Georgios Koutsias",NA,"Georgios Koutsias","G. Koutsias",320,205,320,NA,380,NA
"22","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Hassani Dotson","Hassani Dotson","Hassani Dotson",NA,"Hassani Dotson","H. Dotson",550,300,550,NA,330,NA
"23","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Ismael Tajouri-Shradi","Missael Rodriguez","Ismael Tajouri",NA,"Ismael Tajouri-Shradi","D. Padelford",NA,340,230,NA,240,NA
"24","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Jairo Torres","Jairo Torres","Jairo Torres",NA,"Jairo Torres","Jm Torres",800,575,800,NA,1100,NA
"25","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Javier Casas","Javier Casas","Javier Casas",NA,"Javier Casas","J. Casas",500,750,500,NA,600,NA
"26","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Jonathan Dean","Jonathan Dean","Jonathan Dean",NA,"Jonathan Dean","J. Rosales",1200,1300,1200,NA,2100,NA
"27","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Joseph Rosales","Joseph Rosales","Joseph Rosales",NA,"Joseph Rosales","J. Rosales",550,460,550,NA,650,NA
"28","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Kacper Przybylko","Kendall Burks","Kacper Przybylko",NA,"Kacper Przybylko","K. Przybylko",NA,1300,320,NA,250,350
"29","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Kei Kamara","Kei Ansu Kamara","Kei Kamara",NA,"Kei Kamara","K. Kamara",300,270,300,NA,280,375
"30","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Kemar Lawrence","Kemar Lawrence","Kemar Lawrence",NA,"Kemar Lawrence","K. Lawrence",1000,900,1000,NA,1400,NA
"31","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Kendall Burks","Kendall Burks","Kendall Burks",NA,"Kendall Burks","K. Burks",900,1300,900,NA,1300,NA
"32","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Kervin Arriaga","Kervin Arriaga","Kervin Arriaga",NA,"Kervin Arriaga","Brent Kallman",280,575,280,NA,370,NA
"33","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Maren Haile-Selassie","Maren Haile-Selassie","Maren Haile-Selassie",NA,"Maren Haile-Selassie","Haile-Selassie",350,410,350,NA,440,NA
"34","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Mauricio Pineda","Mauricio Pineda","Mauricio Pineda",NA,"Mauricio Pineda","M. Pineda",1200,700,1200,NA,1900,NA
"35","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Mender Garcia","Mender Garcia","Mender Garcia",NA,"Mender Garcia","M. García",180,188,180,NA,195,NA
"36","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Miguel Angel Navarro","Miguel Ángel Navarro","Miguel Navarro",NA,"Miguel Navarro","Brent Kallman",1800,850,1800,NA,2900,NA
"37","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Miguel Tapias","Miguel Tapias","Miguel Tapias",NA,"Miguel Tapias","M. Tapias",1000,1400,1000,NA,1400,NA
"38","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Mikael Marques","Mikael Marques","Mikael Marques",NA,"Mikael Marques","M. Tapias",1200,1400,1200,NA,1700,NA
"39","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Missael Rodriguez","Missael Rodriguez","Missael Rodriguez",NA,"Missael Rodriguez","M. Rodriguez",350,340,350,NA,420,NA
"40","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","No goalscorer","Jairo Torres","No Goalscorer",NA,"Jairo Torres","E. Reynoso",NA,575,1200,NA,NA,NA
"41","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Ousmane Doumbia","Cameron Dunbar","Ousmane Doumbia",NA,"Ousmane Doumbia","O. Doumbia",NA,460,700,NA,950,NA
"42","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Rafael Czichos","Rafael Czichos","Rafael Czichos",NA,"Rafael Czichos","R. Czichos",500,950,500,NA,600,1200
"43","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Ryen Jiba","Ryen Jiba","Ryen Jiba",NA,"Ryen Jiba","R. Dean",1400,900,1400,NA,2100,NA
"44","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Sang Bin Jeong","Gastón Giménez","Zaydan Bello",NA,"Zaydan Bello","Shaqiri",NA,525,NA,NA,NA,NA
"45","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Teemu Pukki","Teemu Pukki","Teemu Pukki",NA,"Teemu Pukki","K. Przybylko",150,112,150,NA,110,NA
"46","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Victor Bezerra","Victor Bezerra","Victor Bezerra",NA,"Victor Bezerra","V. Bezerra",333,340,330,NA,400,NA
"47","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Wil Trapp","Wil Trapp","Wil Trapp",NA,"Wil Trapp","W. Trapp",1200,750,1200,NA,1700,1500
"48","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Wyatt Omsberg","Wyatt Omsberg","Wyatt Omsberg",NA,"Wyatt Omsberg","W. Omsberg",2200,1300,2200,NA,3300,2800
"49","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Xherdan Shaqiri","Xherdan Shaqiri","Xherdan Shaqiri",NA,"Xherdan Shaqiri","Shaqiri",400,270,400,NA,460,NA
"50","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Zarek Valentin","Zarek Valentin","Zarek Valentin",NA,"Zarek Valentin","Z. Valentin",1200,1900,1200,NA,1700,NA
"51","2023-07-28T00:30:00Z","America Leagues Cup","Minnesota Utd-Chicago Fire","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Zaydan Bello","Alan Benítez","Zaydan Bello",NA,"Zaydan Bello","D. Padelford",NA,900,1400,NA,2100,NA
"52","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Abraham Villegas","Randall Leal","Abraham Villegas",NA,"Abraham Villegas","R. Morales",NA,280,1600,NA,2400,NA
"53","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Adrian Mora","Andrés Mosquera","Adrian Mora",NA,"Adrian Mora","A. Mosquera",NA,1200,1400,NA,2100,NA
"54","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Alan Rodriguez","Alan Omar Rodriguez","Alan Rodriguez",NA,"Alan Rodriguez","A. Rodríguez",900,575,1000,NA,1300,1200
"55","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Alex Muyl","Alex Muyl","Alex Muyl",NA,"Alex Muyl","A. Muyl",550,440,500,NA,650,700
"56","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Andres Felipe Mosquera","Andrés Mosquera","Andres Felipe Mosquera",NA,"Andres Mosquera","J. Meneses",NA,1200,2000,NA,3100,NA
"57","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Anibal Godoy","Anibal Godoy","Anibal Godoy",NA,"Anibal Godoy","A. Godoy",1100,800,1100,NA,1700,1500
"58","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Arturo Martin del Campo","Fernando Navarro","Arturo Martin del Campo",NA,"Arturo del Campo","A. Mosquera",NA,650,350,NA,370,NA
"59","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Brian Garcia","Brian Garcia","Brian Garcia",NA,"Brian Garcia","B. García",850,1000,850,NA,1000,NA
"60","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Carlos Orrantia","Carlos Orrantía","Carlos Orrantia",NA,"Carlos Orrantia","E. Orrantía",1600,1000,1600,NA,2400,NA
"61","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Claudio Baeza","Claudio Baeza","Claudio Baeza",NA,"Claudio Baeza","C. Baeza",2000,1000,2000,NA,1600,NA
"62","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Daniel Lovitz","Daniel Lovitz","Daniel Lovitz",NA,"Daniel Lovitz","D. Lovitz",1600,1100,1400,NA,2500,NA
"63","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Dax McCarty","Dax McCarty","Dax McCarty",NA,"Dax McCarty","D. Mccarty",650,900,650,NA,850,1000
"64","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Edgar Lopez","Edgar López","Edgar Lopez",NA,"Edgar Lopez","E. López",350,255,350,NA,370,NA
"65","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Ethan Zubak","Ethan Zubak","Ethan Zubak",NA,"Ethan Zubak","E. Zubak",333,280,320,NA,370,NA
"66","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Fabrice Picault","Fafa Picault","Fafa Picault",NA,"Fafa Picault","F. Picault",NA,170,NA,NA,NA,NA
"67","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Fernando Navarro","Fernando Navarro","Fernando Navarro",NA,"Fernando Navarro","F. Navarro",1000,650,1000,NA,600,NA
"68","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Hany Mukhtar","Hany Mukhtar","Hany Mukhtar",NA,"Hany Mukhtar","H. Mukhtar",125,-106,115,NA,120,140
"69","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Isaias Violante","Taylor Washington","Isaias Violante",NA,"Isaias Violante","M. Isais",NA,1400,550,NA,650,NA
"70","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Isais, Mauricio","Jack Maher","Isaias Violante",NA,"Isaias Violante","M. Isais",NA,900,NA,NA,NA,NA
"71","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Jack Maher","Jack Maher","Jack Maher",NA,"Jack Maher","J. Maher",1000,900,1000,NA,1500,NA
"72","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Jacob Shaffelburg","Jacob Shaffelburg","Jacob Shaffelburg",NA,"Jacob Shaffelburg","J. Shaffelburg",300,265,300,NA,350,NA
"73","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Jan Gregus","Jan Greguš","Jan Gregus",NA,"Jan Gregus","Greguš",650,600,650,NA,600,NA
"74","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Jean Meneses","Jean Meneses","Jean Meneses",NA,"Jean Meneses","J. Meneses",350,380,350,NA,370,NA
"75","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Jesus Pinuelas","Jesús Venegas","Jesus Pinuelas",NA,"Jesus Pinuelas","J. Piñuelas",NA,900,850,NA,1100,NA
"76","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Jesus Ricardo Angulo","Jesús Venegas","Jesus Ricardo Angulo",NA,"Jesus Angulo","J. Bauer",NA,900,450,NA,NA,NA
"77","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Jesus Venegas","Jesús Venegas","Jesus Venegas",NA,"Jesus Venegas","J. Venegas",2000,900,2000,NA,3100,NA
"78","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Joey Dezart","Joey Skinner","Joey DeZart",NA,"Joey DeZart II","J. Domínguez",NA,1100,700,NA,950,NA
"79","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Jorge Torres Nilo","Jorge Torres","Jorge Torres Nilo",NA,"Jorge Torres Nilo","J. Torres",2000,1200,2000,NA,3100,NA
"80","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Josh Bauer","Josh Bauer","Josh Bauer",NA,"Josh Bauer","J. Bauer",900,1400,900,NA,1300,1400
"81","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Juan Pablo Dominguez","Juan Gamboa","Juan Pablo Dominguez",NA,"Juan Dominguez","J. Domínguez",NA,245,600,NA,700,NA
"82","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Laurence Wyke","Laurence Wyke","Laurence Wyke",NA,"Laurence Wyke","J. Meneses",650,700,650,NA,900,NA
"83","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Lukas Macnaughton","Lukas MacNaughton","Lukas Macnaughton",NA,"Lukas MacNaughton","T. Washington",850,800,800,NA,1100,NA
"84","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Luke Haakenson","Luke Haakenson","Luke Haakenson",NA,"Luke Haakenson","T. Washington",550,540,550,NA,700,NA
"85","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Marcel Ruiz","Marcel Ruiz","Marcel Ruiz",NA,"Marcel Ruiz","M. Ruiz",650,575,700,NA,800,NA
"86","2023-07-28T00:30:00Z","America Leagues Cup","Nashville SC-Toluca","Anytime Goalscorer","To score","Anytime Scorer",NA,"Anytime Goalscorer","ANYTIME GOALSCORER 1","Maximiliano Araujo","Maximiliano Araujo","Maximiliano Araujo",NA,"Maximiliano Araujo","M. Isais",350,460,400,NA,420,NA
